Stimulus	KeyPress	RT	Behavior	Image	StimType
157	1	137	Hit-Hit	68	Targ
18	1	70	Hit-Hit	15	Targ
187	2	133	Miss-FA	83	Targ
2	2	91	CR-Hit	1004	Lure
77	1	42	Hit-FA	422	Targ
161	1	38	Hit-Hit	70	Targ
53	1	121	Hit-Hit	364	Targ
70	1	134	Hit-Hit	406	Targ
47	1	2	Hit-FA	344	Targ
184	2	75	CR-Hit	835	Lure
82	2	126	Miss-FA	439	Targ
27	1	10	Hit-Hit	24	Targ
158	1	174	FA-Hit	692	Lure
189	2	88	CR-FA	844	Lure
155	2	115	CR-FA	682	Lure
190	1	85	FA-Hit	845	Lure
83	1	39	Hit-Hit	441	Targ
85	1	164	Hit-FA	444	Targ
117	1	147	FA-Hit	535	Lure
67	2	149	Miss-FA	393	Targ
3	1	35	FA-Hit	1019	Lure
24	1	156	Hit-Hit	232	Targ
119	1	86	Hit-Hit	53	Targ
147	1	47	FA-Hit	620	Lure
29	1	154	Hit-Hit	293	Targ
182	2	19	CR-Hit	833	Lure
79	1	177	Hit-FA	42	Targ
92	1	172	Hit-FA	458	Targ
169	2	17	CR-Hit	757	Lure
41	2	67	Miss-FA	332	Targ
55	1	73	Hit-Hit	369	Targ
153	2	126	CR-Hit	679	Lure
175	1	22	FA-Hit	810	Lure
62	1	29	Hit-FA	387	Targ
35	1	92	Hit-FA	317	Targ
109	2	25	CR-Hit	514	Lure
99	1	45	FA-Hit	482	Lure
113	1	50	FA-FA	521	Lure
151	1	78	FA-FA	661	Lure
8	1	23	Hit-Hit	111	Targ
216	1	3	Hit-Hit	9	Targ
181	1	163	FA-FA	830	Lure
86	1	77	Hit-Hit	448	Targ
43	1	98	Hit-Hit	336	Targ
52	1	55	Hit-FA	363	Targ
192	2	18	CR-Hit	849	Lure
76	1	101	Hit-FA	41	Targ
199	1	110	FA-Hit	867	Lure
6	2	28	CR-Hit	1088	Lure
17	1	171	Hit-FA	144	Targ
21	1	5	Hit-FA	17	Targ
56	2	43	Miss-FA	373	Targ
45	1	116	Hit-FA	340	Targ
63	2	120	Miss-FA	388	Targ
164	2	33	CR-FA	722	Lure
90	2	49	Miss-FA	454	Targ
154	NR	1	NR-Hit	681	Lure
196	2	69	CR-Hit	856	Lure
115	2	27	CR-FA	527	Lure
108	2	59	CR-Hit	510	Lure
59	1	99	Hit-Hit	380	Targ
142	1	127	Hit-FA	59	Targ
114	2	146	CR-FA	526	Lure
14	1	122	FA-Hit	1227	Lure
87	1	150	Hit-Hit	450	Targ
72	2	101	Miss-Hit	412	Targ
22	1	169	Hit-FA	20	Targ
188	2	26	CR-Hit	843	Lure
107	2	165	CR-Hit	502	Lure
39	1	60	Hit-FA	32	Targ
44	1	93	Hit-Hit	339	Targ
167	1	119	FA-FA	732	Lure
111	2	175	Miss-Hit	51	Targ
102	1	118	FA-FA	494	Lure
141	NR	1	NR-Hit	596	Lure
66	1	11	Hit-FA	391	Targ
116	1	21	FA-FA	530	Lure
98	1	66	FA-Hit	481	Lure
74	1	104	Hit-FA	417	Targ
71	1	24	Hit-FA	408	Targ
38	1	8	Hit-Hit	324	Targ
148	1	41	FA-Hit	632	Lure
50	1	142	Hit-Hit	356	Targ
15	1	130	Hit-Hit	123	Targ
172	NR	1	NR-FA	782	Lure
178	2	6	Miss-Hit	81	Targ
49	1	53	Hit-Hit	352	Targ
186	2	151	CR-Hit	838	Lure
139	2	140	CR-Hit	591	Lure
12	2	179	Miss-FA	11	Targ
152	2	62	CR-Hit	663	Lure
121	1	160	FA-Hit	541	Lure
168	2	34	CR-Hit	753	Lure
60	2	135	Miss-FA	381	Targ
101	2	111	CR-Hit	490	Lure
104	2	54	CR-Hit	499	Lure
133	1	81	FA-Hit	571	Lure
103	2	178	CR-Hit	496	Lure
97	1	61	FA-FA	475	Lure
143	2	136	CR-Hit	605	Lure
140	1	161	FA-Hit	592	Lure
68	1	32	Hit-FA	396	Targ
80	1	11	Hit-FA	431	Targ
94	1	56	Hit-FA	467	Targ
135	2	20	CR-FA	579	Lure
84	2	106	Miss-Hit	443	Targ
32	2	114	Miss-Hit	306	Targ
171	2	157	CR-Hit	775	Lure
198	1	159	FA-Hit	861	Lure
95	1	40	Hit-Hit	469	Targ
58	1	89	Hit-FA	378	Targ
136	1	168	FA-Hit	582	Lure
26	NR	1	NR-Hit	248	Targ
123	2	37	CR-Hit	545	Lure
51	1	113	Hit-FA	35	Targ
126	1	128	FA-Hit	549	Lure
180	1	62	FA-Hit	827	Lure
105	NR	1	NR-Hit	49	Targ
170	2	102	CR-Hit	764	Lure
195	1	64	FA-Hit	854	Lure
20	1	141	Hit-FA	177	Targ
23	1	48	Hit-FA	22	Targ
37	1	83	Hit-FA	31	Targ
146	1	52	Hit-Hit	61	Targ
185	2	97	CR-Hit	837	Lure
33	1	57	Hit-FA	30	Targ
31	2	170	Miss-FA	29	Targ
159	1	30	FA-FA	696	Lure
124	2	143	CR-Hit	546	Lure
194	2	129	CR-FA	853	Lure
112	1	138	FA-FA	520	Lure
197	2	79	CR-Hit	860	Lure
89	2	90	Miss-FA	453	Targ
42	1	155	Hit-FA	334	Targ
110	1	51	FA-FA	518	Lure
162	1	74	FA-FA	710	Lure
127	1	104	Hit-Hit	54	Targ
134	2	80	CR-Hit	576	Lure
193	2	31	CR-Hit	851	Lure
183	1	173	FA-FA	834	Lure
46	1	29	Hit-Hit	342	Targ
48	1	109	Hit-Hit	349	Targ
173	2	14	CR-FA	786	Lure
138	1	139	FA-Hit	589	Lure
13	1	153	Hit-FA	121	Targ
1	2	76	CR-FA	1000	Lure
30	1	16	Hit-Hit	297	Targ
57	1	68	Hit-Hit	375	Targ
4	2	87	CR-Hit	1031	Lure
165	1	58	FA-FA	725	Lure
5	1	166	FA-FA	1056	Lure
69	1	36	Hit-Hit	401	Targ
128	1	131	FA-Hit	550	Lure
73	2	159	Miss-FA	413	Targ
177	1	108	FA-Hit	814	Lure
88	1	112	Hit-FA	452	Targ
118	2	82	CR-Hit	539	Lure
166	1	12	FA-FA	729	Lure
131	1	143	FA-FA	563	Lure
54	1	4	Hit-FA	366	Targ
122	1	46	FA-FA	544	Lure
191	1	7	FA-Hit	847	Lure
160	2	84	CR-FA	700	Lure
7	NR	1	NR-Hit	110	Targ
179	1	63	FA-FA	824	Lure
137	2	152	CR-Hit	588	Lure
176	2	96	CR-Hit	812	Lure
9	1	100	Hit-Hit	112	Targ
16	NR	1	NR-Hit	124	Targ
64	1	15	Hit-FA	38	Targ
132	2	162	CR-Hit	565	Lure
81	1	95	Hit-FA	437	Targ
75	1	72	Hit-FA	418	Targ
150	1	42	FA-FA	654	Lure
120	1	167	FA-FA	540	Lure
40	2	117	Miss-FA	331	Targ
11	1	105	Hit-Hit	117	Targ
34	1	124	Hit-FA	315	Targ
100	2	13	CR-FA	488	Lure
91	1	103	Hit-FA	457	Targ
10	1	183	FA-Hit	1148	Lure
129	1	44	FA-Hit	551	Lure
25	1	123	Hit-Hit	23	Targ
65	1	65	Hit-Hit	390	Targ
78	1	148	Hit-Hit	427	Targ
125	2	176	CR-FA	548	Lure
36	1	9	Hit-FA	319	Targ
163	2	132	CR-FA	713	Lure
149	1	158	Hit-Hit	63	Targ
145	1	125	FA-Hit	616	Lure
19	1	182	Hit-Hit	166	Targ
106	1	185	FA-Hit	501	Lure
156	1	180	FA-Hit	684	Lure
61	1	181	Hit-Hit	386	Targ
174	1	184	FA-FA	797	Lure
130	1	107	Hit-Hit	55	Targ
28	1	71	Hit-FA	292	Targ
144	2	144	CR-Hit	606	Lure
96	2	94	CR-FA	474	Lure
93	1	145	Hit-FA	464	Targ
